0 1
0 1
0 2
0 2
0 3
0 3
0 4
0 4
0 5
0 5
0 6
0 6
0 7
0 7
0 8
0 8
0 9
0 9
0 10
0 10
0 11
0 11
0 12
0 12
1 4
1 4
1 9
1 9
1 10
1 10
1 12
1 12
1 15
1 15
1 24
1 24
1 28
1 28
1 31
1 31
1 33
1 33
1 34
1 34
1 35
1 35
2 4
2 4
2 5
2 5
2 12
2 12
2 16
2 16
2 27
2 27
2 30
2 30
2 32
2 32
2 35
2 35
2 36
2 36
2 37
2 37
2 38
2 38
3 6
3 6
3 10
3 10
3 12
3 12
3 25
3 25
3 31
3 31
3 32
3 32
3 33
3 33
3 35
3 35
3 37
3 37
3 38
3 38
3 40
3 40
4 7
4 7
4 8
4 8
4 10
4 10
4 11
4 11
4 12
4 12
4 26
4 26
4 27
4 27
4 36
4 36
4 38
4 38
5 6
5 6
5 8
5 8
5 11
5 11
5 12
5 12
5 23
5 23
5 25
5 25
5 32
5 32
5 34
5 34
5 35
5 35
5 36
5 36
5 41
5 41
6 8
6 8
6 10
6 10
6 12
6 12
6 13
6 13
6 24
6 24
6 25
6 25
6 26
6 26
6 30
6 30
6 31
6 31
6 35
6 35
6 36
6 36
7 13
7 13
7 14
7 14
7 16
7 16
7 18
7 18
7 19
7 19
7 20
7 20
7 21
7 21
7 22
7 22
7 23
7 23
7 29
7 29
7 39
7 39
7 40
7 40
7 42
7 42
7 46
7 46
7 49
7 49
8 10
8 10
8 11
8 11
8 12
8 12
8 23
8 23
8 24
8 24
8 28
8 28
8 30
8 30
8 32
8 32
8 36
8 36
8 37
8 37
8 38
8 38
8 41
8 41
8 48
8 48
9 10
9 10
9 11
9 11
9 12
9 12
9 18
9 18
9 22
9 22
9 24
9 24
9 25
9 25
9 26
9 26
9 27
9 27
9 30
9 30
9 31
9 31
9 34
9 34
9 37
9 37
9 38
9 38
9 41
9 41
10 15
10 15
10 28
10 28
10 31
10 31
10 33
10 33
10 35
10 35
10 36
10 36
10 37
10 37
10 38
10 38
10 41
10 41
10 49
10 49
11 12
11 12
11 14
11 14
11 25
11 25
11 26
11 26
11 27
11 27
11 28
11 28
11 30
11 30
11 31
11 31
11 32
11 32
11 33
11 33
11 34
11 34
11 35
11 35
11 37
11 37
11 38
11 38
12 21
12 21
12 25
12 25
12 27
12 27
12 30
12 30
12 32
12 32
12 34
12 34
12 38
12 38
12 41
12 41
12 44
12 44
13 14
13 14
13 15
13 15
13 16
13 16
13 17
13 17
13 18
13 18
13 19
13 19
13 20
13 20
13 21
13 21
13 22
13 22
13 23
13 23
14 17
14 17
14 19
14 19
14 20
14 20
14 23
14 23
14 26
14 26
14 39
14 39
14 43
14 43
14 45
14 45
14 46
14 46
14 47
14 47
14 49
14 49
15 17
15 17
15 18
15 18
15 19
15 19
15 20
15 20
15 22
15 22
15 23
15 23
15 29
15 29
15 39
15 39
15 40
15 40
15 45
15 45
15 46
15 46
15 49
15 49
16 18
16 18
16 19
16 19
16 20
16 20
16 21
16 21
16 22
16 22
16 32
16 32
16 42
16 42
16 43
16 43
16 44
16 44
16 45
16 45
16 47
16 47
16 48
16 48
17 18
17 18
17 19
17 19
17 22
17 22
17 23
17 23
17 29
17 29
17 33
17 33
17 38
17 38
17 39
17 39
17 44
17 44
17 45
17 45
17 46
17 46
17 48
17 48
17 49
17 49
18 20
18 20
18 21
18 21
18 23
18 23
18 29
18 29
18 39
18 39
18 42
18 42
18 44
18 44
18 45
18 45
18 46
18 46
18 48
18 48
18 49
18 49
19 21
19 21
19 22
19 22
19 23
19 23
19 28
19 28
19 29
19 29
19 39
19 39
19 40
19 40
19 42
19 42
19 43
19 43
19 44
19 44
19 47
19 47
19 48
19 48
20 21
20 21
20 22
20 22
20 25
20 25
20 29
20 29
20 32
20 32
20 39
20 39
20 43
20 43
20 44
20 44
20 45
20 45
20 46
20 46
20 47
20 47
20 48
20 48
21 22
21 22
21 23
21 23
21 29
21 29
21 30
21 30
21 39
21 39
21 40
21 40
21 43
21 43
21 44
21 44
21 45
21 45
21 46
21 46
21 47
21 47
21 48
21 48
22 23
22 23
22 29
22 29
22 33
22 33
22 39
22 39
22 40
22 40
22 42
22 42
22 43
22 43
22 44
22 44
22 46
22 46
22 47
22 47
23 29
23 29
23 39
23 39
23 42
23 42
23 43
23 43
23 44
23 44
23 45
23 45
23 46
23 46
23 48
23 48
23 49
23 49
24 25
24 25
24 26
24 26
24 27
24 27
24 28
24 28
24 29
24 29
24 30
24 30
24 31
24 31
24 32
24 32
25 28
25 28
25 31
25 31
25 32
25 32
25 33
25 33
25 35
25 35
25 39
25 39
26 27
26 27
26 28
26 28
26 30
26 30
26 31
26 31
26 35
26 35
26 37
26 37
26 38
26 38
26 41
26 41
26 44
26 44
27 28
27 28
27 31
27 31
27 32
27 32
27 34
27 34
27 35
27 35
27 37
27 37
27 41
27 41
27 42
27 42
27 43
27 43
28 30
28 30
28 31
28 31
28 32
28 32
28 34
28 34
28 35
28 35
28 36
28 36
28 43
28 43
29 39
29 39
29 42
29 42
29 44
29 44
29 45
29 45
29 47
29 47
29 48
29 48
29 49
29 49
30 31
30 31
30 34
30 34
30 35
30 35
30 37
30 37
30 38
30 38
30 41
30 41
30 45
30 45
31 32
31 32
31 34
31 34
31 35
31 35
31 38
31 38
31 41
31 41
31 42
31 42
32 33
32 33
32 34
32 34
32 35
32 35
32 37
32 37
32 38
32 38
32 41
32 41
33 34
33 34
33 36
33 36
33 37
33 37
33 38
33 38
33 41
33 41
34 37
34 37
34 45
34 45
35 36
35 36
35 37
35 37
35 38
35 38
35 44
35 44
36 37
36 37
36 38
36 38
36 39
36 39
37 38
37 38
38 41
38 41
38 46
38 46
39 40
39 40
39 42
39 42
39 44
39 44
39 47
39 47
39 48
39 48
39 49
39 49
40 42
40 42
40 43
40 43
40 44
40 44
40 45
40 45
40 46
40 46
40 47
40 47
40 49
40 49
41 47
41 47
42 43
42 43
42 44
42 44
43 44
43 44
43 45
43 45
44 45
44 45
44 47
44 47
44 48
44 48
44 49
44 49
45 46
45 46
45 47
45 47
45 48
45 48
45 49
45 49
46 47
46 47
47 49
47 49
48 49
48 49
